node_id,x_coord,y_coord
440,-111.9551111,33.4219289
441,-111.8888208,33.4006495
442,-111.8872758,33.400671
443,-111.8862802,33.4008143
444,-111.9514266,33.3591236
445,-111.8975742,33.3856102
446,-111.9011592,33.4005107
447,-111.930594,33.435413
448,-111.9084449,33.4005639
449,-111.9073825,33.4005537
450,-111.9063128,33.4004413
451,-111.9397027,33.4001158
452,-111.9375187,33.4001237
453,-111.9324546,33.4001882
454,-111.9306007,33.4002025
455,-111.9282318,33.400224
456,-111.9273563,33.400224
457,-111.9263125,33.4002314
458,-111.9104162,33.405358
459,-111.8934996,33.3360864
460,-111.9050301,33.4011198
461,-111.9050216,33.4014566
462,-111.955701,33.3597616
463,-111.9363613,33.3659314
464,-111.9551431,33.359482
465,-111.9545259,33.3591902
466,-111.9538385,33.3591164
467,-111.9527762,33.3591109
468,-111.9111842,33.341424
469,-111.9101114,33.3589358
470,-111.9459691,33.3742042
471,-111.9711636,33.4077443
472,-111.9365544,33.3641674
473,-111.936702,33.3641673
474,-111.9371626,33.3674348
475,-111.9096458,33.3589538
476,-111.9372784,33.3673526
477,-111.9307915,33.4397963
478,-111.96835,33.4040476
479,-111.9542985,33.4412013
480,-111.9289322,33.4498575
481,-111.9438854,33.3782081
482,-111.9291058,33.450372
483,-111.9291263,33.4512088
484,-111.9286759,33.4388215
485,-111.9525007,33.3782271
486,-111.9553958,33.3782139
487,-111.9597588,33.378242
488,-111.9611392,33.3782516
489,-111.963185,33.3782551
490,-111.9108795,33.3580214
491,-111.9654637,33.3783474
492,-111.9673391,33.3783488
493,-111.9252334,33.4390404
494,-111.9252361,33.4402721
495,-111.9422705,33.3400504
496,-111.9697588,33.3783318
497,-111.9720551,33.3781459
498,-111.9679112,33.3527011
499,-111.949236,33.3812845
500,-111.9041313,33.3371401
501,-111.8900605,33.4202526
502,-111.9270649,33.3613178
503,-111.9261849,33.361335
504,-111.9486508,33.34911
505,-111.9569635,33.3802099
506,-111.8909871,33.3870935
507,-111.9357095,33.3617793
508,-111.9336594,33.3617865
509,-111.9540951,33.3809612
510,-111.9479465,33.3491176
511,-111.945996,33.3781996
512,-111.9524375,33.380962
513,-111.9479964,33.3492518
514,-111.9474218,33.3492583
515,-111.9751796,33.3816893
516,-111.9071749,33.414445
517,-111.9670141,33.3472665
518,-111.9457607,33.3446775
519,-111.9102526,33.3591764
520,-111.9329181,33.4066155
521,-111.9109177,33.3592843
522,-111.9381853,33.3873792
523,-111.9327465,33.4042295
524,-111.9665133,33.3563717
525,-111.9361516,33.3863903
526,-111.8889167,33.3902888
527,-111.9665003,33.355098
528,-111.932521,33.3907188
529,-111.9665036,33.3580292
530,-111.9665051,33.3590786
531,-111.9031245,33.3574636
532,-111.9329416,33.3874509
533,-111.9643658,33.3961248
534,-111.9643742,33.3945499
535,-111.9643661,33.3940481
536,-111.8874694,33.4174292
537,-111.8911985,33.3825549
538,-111.883076,33.4175378
539,-111.923645,33.4366978
540,-111.9270745,33.4357101
541,-111.9332318,33.3332033
542,-111.9365105,33.3334901
543,-111.9211598,33.4292573
544,-111.9279752,33.4075028
545,-111.9050974,33.4175144
546,-111.9078353,33.333498
547,-111.9192121,33.3807773
548,-111.9035695,33.4175261
549,-111.9279399,33.4034628
550,-111.928383,33.4097448
551,-111.9078307,33.3332601
552,-111.9261894,33.4375561
553,-111.9196278,33.4301419
554,-111.9300146,33.4364561
555,-111.918223,33.4304339
556,-111.9631021,33.3235813
557,-111.9239024,33.3634611
558,-111.9173182,33.4309518
559,-111.8832862,33.3919872
560,-111.8821876,33.3926966
561,-111.9165191,33.4304935
562,-111.9159098,33.4313742
563,-111.9138895,33.4176454
564,-111.9147123,33.4323108
565,-111.9179287,33.4291956
566,-111.9433631,33.4358703
567,-111.9709807,33.3491593
568,-111.9700696,33.3491751
569,-111.9455243,33.4362024
570,-111.948964,33.4365945
571,-111.9495264,33.4366314
572,-111.9501425,33.4366843
573,-111.9559224,33.4370113
574,-111.9507427,33.3636767
575,-111.9507501,33.3642251
576,-111.950753,33.3650532
577,-111.950751,33.3658206
578,-111.9508169,33.3666463
579,-111.9390241,33.4529859
580,-111.9515627,33.3680722
581,-111.9517822,33.3683481
582,-111.9520645,33.3687405
583,-111.9522772,33.3690317
584,-111.9316209,33.4540459
585,-111.9530604,33.3702502
586,-111.9370709,33.4135303
587,-111.9349328,33.4135475
588,-111.9327775,33.4135705
589,-111.9533813,33.3710042
590,-111.9500137,33.4098365
591,-111.9759864,33.3803889
592,-111.950013,33.4090567
593,-111.9284253,33.3732008
594,-111.9500095,33.4082999
595,-111.9740329,33.3941964
596,-111.945724,33.33899
597,-111.9262829,33.436123
598,-111.950007,33.4073899
599,-111.9494261,33.3346098
600,-111.8821976,33.3930195
601,-111.9498877,33.3313002
602,-111.950857,33.3870427
603,-111.9510115,33.3863834
604,-111.9505356,33.414445
605,-111.9205552,33.4187226
606,-111.9499701,33.4219094
607,-111.9499635,33.4210895
608,-111.9499628,33.4207495
609,-111.9308798,33.4401827
610,-111.9499627,33.4199752
611,-111.9308805,33.4402846
612,-111.9499581,33.4192086
613,-111.9499616,33.418657
614,-111.9499863,33.4184423
615,-111.9500442,33.4179372
616,-111.9315045,33.4423772
617,-111.9500442,33.4176618
618,-111.950041,33.4168853
619,-111.9333148,33.4451294
620,-111.9171162,33.3691085
621,-111.9511889,33.4144444
622,-111.9170066,33.3686553
623,-111.9059707,33.3486204
624,-111.9529022,33.3756331
625,-111.9352046,33.4478429
626,-111.9516005,33.3748001
627,-111.9074213,33.3486204
628,-111.9180178,33.3690627
629,-111.9081079,33.3486132
630,-111.9180127,33.3686508
631,-111.9513104,33.3739893
632,-111.9512462,33.3732342
633,-111.9080089,33.3366413
634,-111.9510589,33.3725427
635,-111.9728124,33.3920929
636,-111.93555,33.3360635
637,-111.9253123,33.4355532
638,-111.9548164,33.4445998
639,-111.9541749,33.4445284
640,-111.9032815,33.3364091
641,-111.9029125,33.3361649
642,-111.9140124,33.3694403
643,-111.9529839,33.444396
644,-111.9269247,33.3682163
645,-111.8947772,33.3677268
646,-111.9626678,33.3961311
647,-111.9626711,33.396498
648,-111.9124951,33.3702476
649,-111.9098842,33.3844581
650,-111.9098842,33.3838671
651,-111.9137454,33.4403772
652,-111.9098904,33.3833962
653,-111.9116571,33.4403926
654,-111.9119114,33.369409
655,-111.9349227,33.3316973
656,-111.919381,33.4362043
657,-111.9331975,33.3314822
658,-111.9124865,33.3694161
659,-111.9157261,33.3325425
660,-111.903213,33.3321485
661,-111.9118456,33.3528058
662,-111.9648771,33.4310679
663,-111.9118456,33.3543401
664,-111.9081826,33.3312306
665,-111.9377015,33.3315908
666,-111.9097587,33.390726
667,-111.9247774,33.3319322
668,-111.9122187,33.3462851
669,-111.9121157,33.3472244
670,-111.9372401,33.3318121
671,-111.9537249,33.3690064
672,-111.909742,33.3991699
673,-111.9097844,33.3876659
674,-111.9098016,33.3867558
675,-111.911898,33.3305489
676,-111.9192366,33.3320119
677,-111.9119324,33.3287274
678,-111.9535687,33.3693018
679,-111.9706306,33.3864306
680,-111.9160179,33.327831
681,-111.9254503,33.4365151
682,-111.9160179,33.329674
683,-111.9261721,33.4370921
684,-111.9706532,33.3894868
685,-111.911937,33.3604748
686,-111.911937,33.3610554
687,-111.9198792,33.3558969
688,-111.9218819,33.3558323
689,-111.9352117,33.4505062
690,-111.9118426,33.358955
691,-111.9118512,33.3581377
692,-111.9234651,33.3555428
693,-111.9118769,33.3573204
694,-111.9242754,33.355014
695,-111.9154943,33.3340843
696,-111.9262262,33.4238148
697,-111.8879024,33.3963143
698,-111.8857823,33.3967944
699,-111.8838683,33.3973677
700,-111.9391377,33.3379709
701,-111.9545001,33.3532074
702,-111.9435058,33.3393693
703,-111.9450798,33.33935
704,-111.8967655,33.3816058
705,-111.9021291,33.3961396
706,-111.897197,33.380146
707,-111.9544915,33.3518022
708,-111.8972118,33.3793697
709,-111.8972117,33.3784524
710,-111.9544897,33.3492185
711,-111.8972091,33.3771765
712,-111.9149928,33.3695308
713,-111.95443,33.3433866
714,-111.8972082,33.3768307
715,-111.9091273,33.4041995
716,-111.9543525,33.3345741
717,-111.9149954,33.3670027
718,-111.8972005,33.3764168
719,-111.9543275,33.332771
720,-111.9543162,33.3284086
721,-111.896883,33.3751983
722,-111.8888551,33.3960205
723,-111.8967971,33.3741805
724,-111.9544031,33.3273919
725,-111.9543467,33.4254969
726,-111.8975836,33.4058928
727,-111.8975921,33.4038651
728,-111.8975921,33.4034424
729,-111.8975235,33.4029264
730,-111.9289785,33.397931
731,-111.9695614,33.4219376
732,-111.9152943,33.3610941
733,-111.9695347,33.4178998
734,-111.8967811,33.3877233
735,-111.9695271,33.4175262
736,-111.9127313,33.3848005
737,-111.924854,33.3969569
738,-111.8968498,33.3865909
739,-111.9127399,33.3833743
740,-111.969509,33.4124692
741,-111.9484804,33.367583
742,-111.9083997,33.3471649
743,-111.9156564,33.3518379
744,-111.9077302,33.3460894
745,-111.8847321,33.3854796
746,-111.927258,33.3673875
747,-111.8962006,33.412957
748,-111.8962053,33.4166125
749,-111.8961967,33.4175414
750,-111.8961967,33.4184226
751,-111.913651,33.4395034
752,-111.8961881,33.4192608
753,-111.9714506,33.3988479
754,-111.8962661,33.3909553
755,-111.9412819,33.4582662
756,-111.9298951,33.4433743
757,-111.8971322,33.4246837
758,-111.9302894,33.444383
759,-111.9706639,33.3964322
760,-111.8972692,33.3670627
761,-111.9110209,33.4022002
762,-111.9395446,33.3850967
763,-111.8975919,33.3632918
764,-111.9122722,33.3977686
765,-111.9395509,33.3860348
766,-111.8978545,33.362152
767,-111.9406994,33.4585614
768,-111.9122589,33.3967275
769,-111.9412746,33.4586216
770,-111.9125606,33.3873545
771,-111.898996,33.3613419
772,-111.912566,33.386602
773,-111.9127027,33.3904895
774,-111.8822266,33.4221053
775,-111.9517308,33.4360834
776,-111.9631588,33.3563932
777,-111.9556552,33.4361628
778,-111.9489207,33.4254783
779,-111.9074127,33.3479178
780,-111.9080822,33.3479106
781,-111.9022216,33.3682813
782,-111.9768818,33.3963645
783,-111.9783447,33.3963663
784,-111.9028036,33.3479178
785,-111.9049579,33.3478891
786,-111.9060583,33.3697292
787,-111.9226554,33.3808376
788,-111.9349127,33.4027678
789,-111.9031658,33.3683386
790,-111.9327551,33.4033983
791,-111.9164752,33.4034487
792,-111.9441059,33.4356225
793,-111.9306007,33.4034556
794,-111.9737916,33.3875775
795,-111.9290214,33.4034556
796,-111.8829837,33.4234659
797,-111.9274078,33.40347
798,-111.9165352,33.4038858
799,-111.9224299,33.4027625
800,-111.8887693,33.4044973
801,-111.919785,33.4039816
802,-111.9177171,33.4046149
803,-111.9157016,33.4049589
804,-111.9147827,33.4361812
805,-111.9146136,33.4049572
806,-111.96652,33.3964632
807,-111.9169849,33.4359123
808,-111.9113679,33.4049556
809,-111.8829622,33.4242704
810,-111.939103,33.4025892
811,-111.956977,33.4123138
812,-111.8829584,33.4244757
813,-111.9349127,33.4026173
814,-111.9080363,33.4040739
815,-111.9065555,33.4042941
816,-111.9099044,33.3569027
817,-111.8915602,33.3918407
818,-111.9484167,33.4254778
819,-111.9479804,33.421904
820,-111.9381764,33.3414128
821,-111.9479734,33.4210881
822,-111.9479737,33.4206459
823,-111.9439786,33.3415347
824,-111.9435274,33.3415367
825,-111.948737,33.3870786
826,-111.9066264,33.3619656
827,-111.9488743,33.3877307
828,-111.9432267,33.4242548
829,-111.9049633,33.3616267
830,-111.9491747,33.3869926
831,-111.8844081,33.3858908
832,-111.949106,33.3864049
833,-111.9009015,33.3614781
834,-111.8999207,33.3612234
835,-111.9502211,33.3757362
836,-111.9098078,33.3575827
837,-111.9504608,33.3746738
838,-111.9504242,33.3740362
839,-111.9008008,33.3358582
840,-111.9503752,33.3733971
841,-111.9071709,33.4146545
842,-111.9497787,33.3590232
843,-111.9091141,33.4146219
844,-111.9096492,33.3583437
845,-111.9269553,33.4364825
846,-111.9384738,33.3637046
847,-111.9167414,33.4048903
848,-111.9216257,33.4051142
849,-111.9216213,33.4053075
850,-111.9166885,33.4046995
851,-111.8903708,33.4211042
852,-111.9128246,33.4194946
853,-111.9128246,33.418373
854,-111.893498,33.3986415
855,-111.8920175,33.3990068
856,-111.9751127,33.3817625
857,-111.9349094,33.3980027
858,-111.9385712,33.3406312
859,-111.9382021,33.340634
860,-111.9328362,33.3969766
861,-111.9376014,33.340624
862,-111.9396098,33.3405595
863,-111.8888036,33.3990373
864,-111.9435203,33.3408249
865,-111.9422877,33.3407818
866,-111.9031419,33.3993571
867,-111.9450944,33.3411546
868,-111.9457426,33.3411582
869,-111.9014853,33.3987193
870,-111.9332642,33.3340617
871,-111.900519,33.3989568
872,-111.9193306,33.405266
873,-111.9022131,33.3674928
874,-111.9248804,33.3334955
875,-111.8995635,33.3825662
876,-111.9017238,33.3674999
877,-111.9192114,33.4049953
878,-111.9014786,33.3282584
879,-111.9347214,33.3219915
880,-111.9040112,33.3337262
881,-111.9605349,33.4375195
882,-111.9051671,33.3337085
883,-111.9003865,33.3622954
884,-111.9381595,33.4231914
885,-111.9051843,33.3341387
886,-111.899348,33.4137912
887,-111.899342,33.4129498
888,-111.8996579,33.3817277
889,-111.9743385,33.4033885
890,-111.8996751,33.3793697
891,-111.8996665,33.3790257
892,-111.8992605,33.3770977
893,-111.905317,33.351326
894,-111.9195076,33.4074443
895,-111.9382225,33.4021157
896,-111.938171,33.4014493
897,-111.9311251,33.3223142
898,-111.9040341,33.3341459
899,-111.9005276,33.3994655
900,-111.9352746,33.3284487
901,-111.9622213,33.4038653
902,-111.9593802,33.3253463
903,-111.9596744,33.3245897
904,-111.9119656,33.4019848
905,-111.9250322,33.4339653
906,-111.9576118,33.3919804
907,-111.9230955,33.4011607
908,-111.9576977,33.3888344
909,-111.9568331,33.4098795
910,-111.9395931,33.3928547
911,-111.9328769,33.3949816
912,-111.9436969,33.3928421
913,-111.9478296,33.3928294
914,-111.9519792,33.3928434
915,-111.9568737,33.3928403
916,-111.9579552,33.3875802
917,-111.9592426,33.3928475
918,-111.9607621,33.3928427
919,-111.9635829,33.3928325
920,-111.9569643,33.4139725
921,-111.8910108,33.395669
922,-111.9602128,33.3259487
923,-111.930751,33.4555349
924,-111.9722305,33.3927813
925,-111.9755319,33.3927613
926,-111.9398663,33.3418789
927,-111.9026862,33.3879741
928,-111.9015361,33.3876874
929,-111.9783342,33.3927585
930,-111.8951074,33.3876588
931,-111.9188635,33.3621021
932,-111.9189665,33.3612633
933,-111.9457498,33.3418938
934,-111.9269802,33.404774
935,-111.9189236,33.3605034
936,-111.8833119,33.3885545
937,-111.9263525,33.4353727
938,-111.9381696,33.4149865
939,-111.926352,33.4358591
940,-111.9645858,33.3580421
941,-111.9096018,33.4365162
